T1Type1,T1Type2,T2Type1,T2Type2
Dark,Ice,Flying,Ghost
Dark,Ice,Flying,Grass
Dark,Ice,Flying,Ground
Dark,Ice,Flying,Ice
Dark,Ice,Flying,Normal
Dark,Ice,Flying,Poison
Dark,Ice,Flying,Psychic
Dark,Ice,Flying,Rock
Dark,Ice,Flying,Steel
Dark,Ice,Flying,Typeless
Dark,Ice,Flying,Water
Dark,Ice,Ghost,Grass
Dark,Ice,Ghost,Ground
Dark,Ice,Ghost,Ice
Dark,Ice,Ghost,Normal
Dark,Ice,Ghost,Poison
Dark,Ice,Ghost,Psychic
Dark,Ice,Ghost,Rock
Dark,Ice,Ghost,Steel
Dark,Ice,Ghost,Typeless
Dark,Ice,Ghost,Water
Dark,Ice,Grass,Ground
Dark,Ice,Grass,Ice
Dark,Ice,Grass,Normal
Dark,Ice,Grass,Poison
Dark,Ice,Grass,Psychic
Dark,Ice,Grass,Rock
Dark,Ice,Grass,Steel
Dark,Ice,Grass,Typeless
Dark,Ice,Grass,Water
Dark,Ice,Ground,Ice
Dark,Ice,Ground,Normal
Dark,Ice,Ground,Poison
Dark,Ice,Ground,Psychic
Dark,Ice,Ground,Rock
Dark,Ice,Ground,Steel
Dark,Ice,Ground,Typeless
Dark,Ice,Ground,Water
Dark,Ice,Ice,Normal
Dark,Ice,Ice,Poison
Dark,Ice,Ice,Psychic
Dark,Ice,Ice,Rock
Dark,Ice,Ice,Steel
Dark,Ice,Ice,Typeless
Dark,Ice,Ice,Water
Dark,Ice,Normal,Poison
Dark,Ice,Normal,Psychic
Dark,Ice,Normal,Rock
Dark,Ice,Normal,Steel
Dark,Ice,Normal,Typeless
Dark,Ice,Normal,Water
Dark,Ice,Poison,Psychic
Dark,Ice,Poison,Rock
Dark,Ice,Poison,Steel
Dark,Ice,Poison,Typeless
Dark,Ice,Poison,Water
Dark,Ice,Psychic,Rock
Dark,Ice,Psychic,Steel
Dark,Ice,Psychic,Typeless
Dark,Ice,Psychic,Water
Dark,Ice,Rock,Steel
Dark,Ice,Rock,Typeless
Dark,Ice,Rock,Water
Dark,Ice,Steel,Typeless
Dark,Ice,Steel,Water
Dark,Ice,Water,Typeless
Dark,Normal,Dark,Poison
Dark,Normal,Dark,Psychic
Dark,Normal,Dark,Rock
Dark,Normal,Dark,Steel
Dark,Normal,Dark,Typeless
Dark,Normal,Dark,Water
Dark,Normal,Dragon,Electric
Dark,Normal,Dragon,Fairy
Dark,Normal,Dragon,Fighting
Dark,Normal,Dragon,Fire
Dark,Normal,Dragon,Flying
Dark,Normal,Dragon,Ghost
Dark,Normal,Dragon,Grass
Dark,Normal,Dragon,Ground
Dark,Normal,Dragon,Ice
Dark,Normal,Dragon,Normal
Dark,Normal,Dragon,Poison
Dark,Normal,Dragon,Psychic
Dark,Normal,Dragon,Rock
Dark,Normal,Dragon,Steel
Dark,Normal,Dragon,Typeless
Dark,Normal,Dragon,Water
Dark,Normal,Electric,Fairy
Dark,Normal,Electric,Fighting
Dark,Normal,Electric,Fire
Dark,Normal,Electric,Flying
Dark,Normal,Electric,Ghost
Dark,Normal,Electric,Grass
Dark,Normal,Electric,Ground
Dark,Normal,Electric,Ice
Dark,Normal,Electric,Normal
Dark,Normal,Electric,Poison
Dark,Normal,Electric,Psychic
Dark,Normal,Electric,Rock
Dark,Normal,Electric,Steel
Dark,Normal,Electric,Typeless
Dark,Normal,Electric,Water
Dark,Normal,Fairy,Fighting
Dark,Normal,Fairy,Fire
Dark,Normal,Fairy,Flying
Dark,Normal,Fairy,Ghost
Dark,Normal,Fairy,Grass
Dark,Normal,Fairy,Ground
Dark,Normal,Fairy,Ice
Dark,Normal,Fairy,Normal
Dark,Normal,Fairy,Poison
Dark,Normal,Fairy,Psychic
Dark,Normal,Fairy,Rock
Dark,Normal,Fairy,Steel
Dark,Normal,Fairy,Typeless
Dark,Normal,Fairy,Water
Dark,Normal,Fighting,Fire
Dark,Normal,Fighting,Flying
Dark,Normal,Fighting,Ghost
Dark,Normal,Fighting,Grass
Dark,Normal,Fighting,Ground
Dark,Normal,Fighting,Ice
Dark,Normal,Fighting,Normal
Dark,Normal,Fighting,Poison
Dark,Normal,Fighting,Psychic
Dark,Normal,Fighting,Rock
Dark,Normal,Fighting,Steel
Dark,Normal,Fighting,Typeless
Dark,Normal,Fighting,Water
Dark,Normal,Fire,Flying
Dark,Normal,Fire,Ghost
Dark,Normal,Fire,Grass
Dark,Normal,Fire,Ground
Dark,Normal,Fire,Ice
Dark,Normal,Fire,Normal
Dark,Normal,Fire,Poison
Dark,Normal,Fire,Psychic
Dark,Normal,Fire,Rock
Dark,Normal,Fire,Steel
Dark,Normal,Fire,Typeless
Dark,Normal,Fire,Water
Dark,Normal,Flying,Ghost
Dark,Normal,Flying,Grass
Dark,Normal,Flying,Ground
Dark,Normal,Flying,Ice
Dark,Normal,Flying,Normal
Dark,Normal,Flying,Poison
Dark,Normal,Flying,Psychic
Dark,Normal,Flying,Rock
Dark,Normal,Flying,Steel
Dark,Normal,Flying,Typeless
Dark,Normal,Flying,Water
Dark,Normal,Ghost,Grass
Dark,Normal,Ghost,Ground
Dark,Normal,Ghost,Ice
Dark,Normal,Ghost,Normal
Dark,Normal,Ghost,Poison
Dark,Normal,Ghost,Psychic
Dark,Normal,Ghost,Rock
Dark,Normal,Ghost,Steel
Dark,Normal,Ghost,Typeless
Dark,Normal,Ghost,Water
Dark,Normal,Grass,Ground
Dark,Normal,Grass,Ice
Dark,Normal,Grass,Normal
Dark,Normal,Grass,Poison
Dark,Normal,Grass,Psychic
Dark,Normal,Grass,Rock
Dark,Normal,Grass,Steel
Dark,Normal,Grass,Typeless
Dark,Normal,Grass,Water
Dark,Normal,Ground,Ice
Dark,Normal,Ground,Normal
Dark,Normal,Ground,Poison
Dark,Normal,Ground,Psychic
Dark,Normal,Ground,Rock
Dark,Normal,Ground,Steel
Dark,Normal,Ground,Typeless
Dark,Normal,Ground,Water
Dark,Normal,Ice,Normal
Dark,Normal,Ice,Poison
Dark,Normal,Ice,Psychic
Dark,Normal,Ice,Rock
Dark,Normal,Ice,Steel
Dark,Normal,Ice,Typeless
Dark,Normal,Ice,Water
Dark,Normal,Normal,Poison
Dark,Normal,Normal,Psychic
Dark,Normal,Normal,Rock
Dark,Normal,Normal,Steel
Dark,Normal,Normal,Typeless
Dark,Normal,Normal,Water
Dark,Normal,Poison,Psychic
Dark,Normal,Poison,Rock
Dark,Normal,Poison,Steel
Dark,Normal,Poison,Typeless
Dark,Normal,Poison,Water
Dark,Normal,Psychic,Rock
Dark,Normal,Psychic,Steel
Dark,Normal,Psychic,Typeless
Dark,Normal,Psychic,Water
Dark,Normal,Rock,Steel
Dark,Normal,Rock,Typeless
Dark,Normal,Rock,Water
Dark,Normal,Steel,Typeless
Dark,Normal,Steel,Water
Dark,Normal,Water,Typeless
Dark,Poison,Dark,Psychic
Dark,Poison,Dark,Rock
Dark,Poison,Dark,Steel
Dark,Poison,Dark,Typeless
Dark,Poison,Dark,Water
Dark,Poison,Dragon,Electric
Dark,Poison,Dragon,Fairy
Dark,Poison,Dragon,Fighting
Dark,Poison,Dragon,Fire
Dark,Poison,Dragon,Flying
Dark,Poison,Dragon,Ghost
Dark,Poison,Dragon,Grass
Dark,Poison,Dragon,Ground
Dark,Poison,Dragon,Ice
Dark,Poison,Dragon,Normal
Dark,Poison,Dragon,Poison
Dark,Poison,Dragon,Psychic
Dark,Poison,Dragon,Rock
Dark,Poison,Dragon,Steel
Dark,Poison,Dragon,Typeless
Dark,Poison,Dragon,Water
Dark,Poison,Electric,Fairy
Dark,Poison,Electric,Fighting
Dark,Poison,Electric,Fire
Dark,Poison,Electric,Flying
Dark,Poison,Electric,Ghost
Dark,Poison,Electric,Grass
Dark,Poison,Electric,Ground
Dark,Poison,Electric,Ice
Dark,Poison,Electric,Normal
Dark,Poison,Electric,Poison
Dark,Poison,Electric,Psychic
Dark,Poison,Electric,Rock
Dark,Poison,Electric,Steel
Dark,Poison,Electric,Typeless
Dark,Poison,Electric,Water
Dark,Poison,Fairy,Fighting
Dark,Poison,Fairy,Fire
Dark,Poison,Fairy,Flying
Dark,Poison,Fairy,Ghost
Dark,Poison,Fairy,Grass
Dark,Poison,Fairy,Ground
Dark,Poison,Fairy,Ice
Dark,Poison,Fairy,Normal
Dark,Poison,Fairy,Poison
Dark,Poison,Fairy,Psychic
Dark,Poison,Fairy,Rock
Dark,Poison,Fairy,Steel
Dark,Poison,Fairy,Typeless
Dark,Poison,Fairy,Water
Dark,Poison,Fighting,Fire
Dark,Poison,Fighting,Flying
Dark,Poison,Fighting,Ghost
Dark,Poison,Fighting,Grass
Dark,Poison,Fighting,Ground
Dark,Poison,Fighting,Ice
Dark,Poison,Fighting,Normal
Dark,Poison,Fighting,Poison
Dark,Poison,Fighting,Psychic
Dark,Poison,Fighting,Rock
Dark,Poison,Fighting,Steel
Dark,Poison,Fighting,Typeless
Dark,Poison,Fighting,Water
Dark,Poison,Fire,Flying
Dark,Poison,Fire,Ghost
Dark,Poison,Fire,Grass
Dark,Poison,Fire,Ground
Dark,Poison,Fire,Ice
Dark,Poison,Fire,Normal
Dark,Poison,Fire,Poison
Dark,Poison,Fire,Psychic
Dark,Poison,Fire,Rock
Dark,Poison,Fire,Steel
Dark,Poison,Fire,Typeless
Dark,Poison,Fire,Water
Dark,Poison,Flying,Ghost
Dark,Poison,Flying,Grass
Dark,Poison,Flying,Ground
Dark,Poison,Flying,Ice
Dark,Poison,Flying,Normal
Dark,Poison,Flying,Poison
Dark,Poison,Flying,Psychic
Dark,Poison,Flying,Rock
Dark,Poison,Flying,Steel
Dark,Poison,Flying,Typeless
Dark,Poison,Flying,Water
Dark,Poison,Ghost,Grass
Dark,Poison,Ghost,Ground
Dark,Poison,Ghost,Ice
Dark,Poison,Ghost,Normal
Dark,Poison,Ghost,Poison
Dark,Poison,Ghost,Psychic
Dark,Poison,Ghost,Rock
Dark,Poison,Ghost,Steel
Dark,Poison,Ghost,Typeless
Dark,Poison,Ghost,Water
Dark,Poison,Grass,Ground
Dark,Poison,Grass,Ice
Dark,Poison,Grass,Normal
Dark,Poison,Grass,Poison
Dark,Poison,Grass,Psychic
Dark,Poison,Grass,Rock
Dark,Poison,Grass,Steel
Dark,Poison,Grass,Typeless
Dark,Poison,Grass,Water
Dark,Poison,Ground,Ice
Dark,Poison,Ground,Normal
Dark,Poison,Ground,Poison
Dark,Poison,Ground,Psychic
Dark,Poison,Ground,Rock
Dark,Poison,Ground,Steel
Dark,Poison,Ground,Typeless
Dark,Poison,Ground,Water
Dark,Poison,Ice,Normal
Dark,Poison,Ice,Poison
Dark,Poison,Ice,Psychic
Dark,Poison,Ice,Rock
Dark,Poison,Ice,Steel
Dark,Poison,Ice,Typeless
Dark,Poison,Ice,Water
Dark,Poison,Normal,Poison
Dark,Poison,Normal,Psychic
Dark,Poison,Normal,Rock
Dark,Poison,Normal,Steel
Dark,Poison,Normal,Typeless
Dark,Poison,Normal,Water
Dark,Poison,Poison,Psychic
Dark,Poison,Poison,Rock
Dark,Poison,Poison,Steel
Dark,Poison,Poison,Typeless
Dark,Poison,Poison,Water
Dark,Poison,Psychic,Rock
Dark,Poison,Psychic,Steel
Dark,Poison,Psychic,Typeless
Dark,Poison,Psychic,Water
Dark,Poison,Rock,Steel
Dark,Poison,Rock,Typeless
Dark,Poison,Rock,Water
Dark,Poison,Steel,Typeless
Dark,Poison,Steel,Water
Dark,Poison,Water,Typeless
Dark,Psychic,Dark,Rock
Dark,Psychic,Dark,Steel
Dark,Psychic,Dark,Typeless
Dark,Psychic,Dark,Water
Dark,Psychic,Dragon,Electric
Dark,Psychic,Dragon,Fairy
Dark,Psychic,Dragon,Fighting
Dark,Psychic,Dragon,Fire
Dark,Psychic,Dragon,Flying
Dark,Psychic,Dragon,Ghost
Dark,Psychic,Dragon,Grass
Dark,Psychic,Dragon,Ground
Dark,Psychic,Dragon,Ice
Dark,Psychic,Dragon,Normal
Dark,Psychic,Dragon,Poison
Dark,Psychic,Dragon,Psychic
Dark,Psychic,Dragon,Rock
Dark,Psychic,Dragon,Steel
Dark,Psychic,Dragon,Typeless
Dark,Psychic,Dragon,Water
Dark,Psychic,Electric,Fairy
Dark,Psychic,Electric,Fighting
Dark,Psychic,Electric,Fire
Dark,Psychic,Electric,Flying
Dark,Psychic,Electric,Ghost
Dark,Psychic,Electric,Grass
Dark,Psychic,Electric,Ground
Dark,Psychic,Electric,Ice
Dark,Psychic,Electric,Normal
Dark,Psychic,Electric,Poison
Dark,Psychic,Electric,Psychic
Dark,Psychic,Electric,Rock
Dark,Psychic,Electric,Steel
Dark,Psychic,Electric,Typeless
Dark,Psychic,Electric,Water
Dark,Psychic,Fairy,Fighting
Dark,Psychic,Fairy,Fire
Dark,Psychic,Fairy,Flying
Dark,Psychic,Fairy,Ghost
Dark,Psychic,Fairy,Grass
Dark,Psychic,Fairy,Ground
Dark,Psychic,Fairy,Ice
Dark,Psychic,Fairy,Normal
Dark,Psychic,Fairy,Poison
Dark,Psychic,Fairy,Psychic
Dark,Psychic,Fairy,Rock
Dark,Psychic,Fairy,Steel
Dark,Psychic,Fairy,Typeless
Dark,Psychic,Fairy,Water
Dark,Psychic,Fighting,Fire
Dark,Psychic,Fighting,Flying
Dark,Psychic,Fighting,Ghost
Dark,Psychic,Fighting,Grass
Dark,Psychic,Fighting,Ground
Dark,Psychic,Fighting,Ice
Dark,Psychic,Fighting,Normal
Dark,Psychic,Fighting,Poison
Dark,Psychic,Fighting,Psychic
Dark,Psychic,Fighting,Rock
Dark,Psychic,Fighting,Steel
Dark,Psychic,Fighting,Typeless
Dark,Psychic,Fighting,Water
Dark,Psychic,Fire,Flying
Dark,Psychic,Fire,Ghost
Dark,Psychic,Fire,Grass
Dark,Psychic,Fire,Ground
Dark,Psychic,Fire,Ice
Dark,Psychic,Fire,Normal
Dark,Psychic,Fire,Poison
Dark,Psychic,Fire,Psychic
Dark,Psychic,Fire,Rock
Dark,Psychic,Fire,Steel
Dark,Psychic,Fire,Typeless
Dark,Psychic,Fire,Water
Dark,Psychic,Flying,Ghost
Dark,Psychic,Flying,Grass
Dark,Psychic,Flying,Ground
Dark,Psychic,Flying,Ice
Dark,Psychic,Flying,Normal
Dark,Psychic,Flying,Poison
Dark,Psychic,Flying,Psychic
Dark,Psychic,Flying,Rock
Dark,Psychic,Flying,Steel
Dark,Psychic,Flying,Typeless
Dark,Psychic,Flying,Water
Dark,Psychic,Ghost,Grass
Dark,Psychic,Ghost,Ground
Dark,Psychic,Ghost,Ice
Dark,Psychic,Ghost,Normal
Dark,Psychic,Ghost,Poison
Dark,Psychic,Ghost,Psychic
Dark,Psychic,Ghost,Rock
Dark,Psychic,Ghost,Steel
Dark,Psychic,Ghost,Typeless
Dark,Psychic,Ghost,Water
Dark,Psychic,Grass,Ground
Dark,Psychic,Grass,Ice
Dark,Psychic,Grass,Normal
Dark,Psychic,Grass,Poison
Dark,Psychic,Grass,Psychic
Dark,Psychic,Grass,Rock
Dark,Psychic,Grass,Steel
Dark,Psychic,Grass,Typeless
Dark,Psychic,Grass,Water
Dark,Psychic,Ground,Ice
Dark,Psychic,Ground,Normal
Dark,Psychic,Ground,Poison
Dark,Psychic,Ground,Psychic
Dark,Psychic,Ground,Rock
Dark,Psychic,Ground,Steel
Dark,Psychic,Ground,Typeless
Dark,Psychic,Ground,Water
Dark,Psychic,Ice,Normal
Dark,Psychic,Ice,Poison
Dark,Psychic,Ice,Psychic
Dark,Psychic,Ice,Rock
Dark,Psychic,Ice,Steel
Dark,Psychic,Ice,Typeless
Dark,Psychic,Ice,Water
Dark,Psychic,Normal,Poison
Dark,Psychic,Normal,Psychic
Dark,Psychic,Normal,Rock
Dark,Psychic,Normal,Steel
Dark,Psychic,Normal,Typeless
Dark,Psychic,Normal,Water
Dark,Psychic,Poison,Psychic
Dark,Psychic,Poison,Rock
Dark,Psychic,Poison,Steel
Dark,Psychic,Poison,Typeless
Dark,Psychic,Poison,Water
Dark,Psychic,Psychic,Rock
Dark,Psychic,Psychic,Steel
Dark,Psychic,Psychic,Typeless
Dark,Psychic,Psychic,Water
Dark,Psychic,Rock,Steel
Dark,Psychic,Rock,Typeless
Dark,Psychic,Rock,Water
Dark,Psychic,Steel,Typeless
Dark,Psychic,Steel,Water
Dark,Psychic,Water,Typeless
Dark,Rock,Dark,Steel
Dark,Rock,Dark,Typeless
Dark,Rock,Dark,Water
Dark,Rock,Dragon,Electric
Dark,Rock,Dragon,Fairy
Dark,Rock,Dragon,Fighting
Dark,Rock,Dragon,Fire
Dark,Rock,Dragon,Flying
Dark,Rock,Dragon,Ghost
Dark,Rock,Dragon,Grass
Dark,Rock,Dragon,Ground
Dark,Rock,Dragon,Ice
Dark,Rock,Dragon,Normal
Dark,Rock,Dragon,Poison
Dark,Rock,Dragon,Psychic
Dark,Rock,Dragon,Rock
Dark,Rock,Dragon,Steel
Dark,Rock,Dragon,Typeless
Dark,Rock,Dragon,Water
Dark,Rock,Electric,Fairy
Dark,Rock,Electric,Fighting
Dark,Rock,Electric,Fire
Dark,Rock,Electric,Flying
Dark,Rock,Electric,Ghost
Dark,Rock,Electric,Grass
Dark,Rock,Electric,Ground
Dark,Rock,Electric,Ice
Dark,Rock,Electric,Normal
Dark,Rock,Electric,Poison
Dark,Rock,Electric,Psychic
Dark,Rock,Electric,Rock
Dark,Rock,Electric,Steel
Dark,Rock,Electric,Typeless
Dark,Rock,Electric,Water
Dark,Rock,Fairy,Fighting
Dark,Rock,Fairy,Fire
Dark,Rock,Fairy,Flying
Dark,Rock,Fairy,Ghost
Dark,Rock,Fairy,Grass
Dark,Rock,Fairy,Ground
Dark,Rock,Fairy,Ice
Dark,Rock,Fairy,Normal
Dark,Rock,Fairy,Poison
Dark,Rock,Fairy,Psychic
Dark,Rock,Fairy,Rock
Dark,Rock,Fairy,Steel
Dark,Rock,Fairy,Typeless
Dark,Rock,Fairy,Water
Dark,Rock,Fighting,Fire
Dark,Rock,Fighting,Flying
Dark,Rock,Fighting,Ghost
Dark,Rock,Fighting,Grass
Dark,Rock,Fighting,Ground
Dark,Rock,Fighting,Ice
Dark,Rock,Fighting,Normal
Dark,Rock,Fighting,Poison
Dark,Rock,Fighting,Psychic
Dark,Rock,Fighting,Rock
Dark,Rock,Fighting,Steel
Dark,Rock,Fighting,Typeless
Dark,Rock,Fighting,Water
Dark,Rock,Fire,Flying
Dark,Rock,Fire,Ghost
Dark,Rock,Fire,Grass
Dark,Rock,Fire,Ground
Dark,Rock,Fire,Ice
Dark,Rock,Fire,Normal
Dark,Rock,Fire,Poison
Dark,Rock,Fire,Psychic
Dark,Rock,Fire,Rock
Dark,Rock,Fire,Steel
Dark,Rock,Fire,Typeless
Dark,Rock,Fire,Water
Dark,Rock,Flying,Ghost
Dark,Rock,Flying,Grass
Dark,Rock,Flying,Ground
Dark,Rock,Flying,Ice
Dark,Rock,Flying,Normal
Dark,Rock,Flying,Poison
Dark,Rock,Flying,Psychic
Dark,Rock,Flying,Rock
Dark,Rock,Flying,Steel
Dark,Rock,Flying,Typeless
Dark,Rock,Flying,Water
Dark,Rock,Ghost,Grass
Dark,Rock,Ghost,Ground
Dark,Rock,Ghost,Ice
Dark,Rock,Ghost,Normal
Dark,Rock,Ghost,Poison
Dark,Rock,Ghost,Psychic
Dark,Rock,Ghost,Rock
Dark,Rock,Ghost,Steel
Dark,Rock,Ghost,Typeless
Dark,Rock,Ghost,Water
Dark,Rock,Grass,Ground
Dark,Rock,Grass,Ice
Dark,Rock,Grass,Normal
Dark,Rock,Grass,Poison
Dark,Rock,Grass,Psychic
Dark,Rock,Grass,Rock
Dark,Rock,Grass,Steel
Dark,Rock,Grass,Typeless
Dark,Rock,Grass,Water
Dark,Rock,Ground,Ice
Dark,Rock,Ground,Normal
Dark,Rock,Ground,Poison
Dark,Rock,Ground,Psychic
Dark,Rock,Ground,Rock
Dark,Rock,Ground,Steel
Dark,Rock,Ground,Typeless
Dark,Rock,Ground,Water
Dark,Rock,Ice,Normal
Dark,Rock,Ice,Poison
Dark,Rock,Ice,Psychic
Dark,Rock,Ice,Rock
Dark,Rock,Ice,Steel
Dark,Rock,Ice,Typeless
Dark,Rock,Ice,Water
Dark,Rock,Normal,Poison
Dark,Rock,Normal,Psychic
Dark,Rock,Normal,Rock
Dark,Rock,Normal,Steel
Dark,Rock,Normal,Typeless
Dark,Rock,Normal,Water
Dark,Rock,Poison,Psychic
Dark,Rock,Poison,Rock
Dark,Rock,Poison,Steel
Dark,Rock,Poison,Typeless
Dark,Rock,Poison,Water
Dark,Rock,Psychic,Rock
Dark,Rock,Psychic,Steel
Dark,Rock,Psychic,Typeless
Dark,Rock,Psychic,Water
Dark,Rock,Rock,Steel
Dark,Rock,Rock,Typeless
Dark,Rock,Rock,Water
Dark,Rock,Steel,Typeless
Dark,Rock,Steel,Water
Dark,Rock,Water,Typeless
Dark,Steel,Dark,Typeless
Dark,Steel,Dark,Water
Dark,Steel,Dragon,Electric
Dark,Steel,Dragon,Fairy
Dark,Steel,Dragon,Fighting
Dark,Steel,Dragon,Fire
Dark,Steel,Dragon,Flying
Dark,Steel,Dragon,Ghost
Dark,Steel,Dragon,Grass
Dark,Steel,Dragon,Ground
Dark,Steel,Dragon,Ice
Dark,Steel,Dragon,Normal
Dark,Steel,Dragon,Poison
Dark,Steel,Dragon,Psychic
Dark,Steel,Dragon,Rock
Dark,Steel,Dragon,Steel
Dark,Steel,Dragon,Typeless
Dark,Steel,Dragon,Water
Dark,Steel,Electric,Fairy
Dark,Steel,Electric,Fighting
Dark,Steel,Electric,Fire
Dark,Steel,Electric,Flying
Dark,Steel,Electric,Ghost
Dark,Steel,Electric,Grass
Dark,Steel,Electric,Ground
Dark,Steel,Electric,Ice
Dark,Steel,Electric,Normal
Dark,Steel,Electric,Poison
Dark,Steel,Electric,Psychic
Dark,Steel,Electric,Rock
Dark,Steel,Electric,Steel
Dark,Steel,Electric,Typeless
Dark,Steel,Electric,Water
Dark,Steel,Fairy,Fighting
Dark,Steel,Fairy,Fire
Dark,Steel,Fairy,Flying
Dark,Steel,Fairy,Ghost
Dark,Steel,Fairy,Grass
Dark,Steel,Fairy,Ground
Dark,Steel,Fairy,Ice
Dark,Steel,Fairy,Normal
Dark,Steel,Fairy,Poison
Dark,Steel,Fairy,Psychic
Dark,Steel,Fairy,Rock
Dark,Steel,Fairy,Steel
Dark,Steel,Fairy,Typeless
Dark,Steel,Fairy,Water
Dark,Steel,Fighting,Fire
Dark,Steel,Fighting,Flying
Dark,Steel,Fighting,Ghost
Dark,Steel,Fighting,Grass
Dark,Steel,Fighting,Ground
Dark,Steel,Fighting,Ice
Dark,Steel,Fighting,Normal
Dark,Steel,Fighting,Poison
Dark,Steel,Fighting,Psychic
Dark,Steel,Fighting,Rock
Dark,Steel,Fighting,Steel
Dark,Steel,Fighting,Typeless
Dark,Steel,Fighting,Water
Dark,Steel,Fire,Flying
Dark,Steel,Fire,Ghost
Dark,Steel,Fire,Grass
Dark,Steel,Fire,Ground
Dark,Steel,Fire,Ice
Dark,Steel,Fire,Normal
Dark,Steel,Fire,Poison
Dark,Steel,Fire,Psychic
Dark,Steel,Fire,Rock
Dark,Steel,Fire,Steel
Dark,Steel,Fire,Typeless
Dark,Steel,Fire,Water
Dark,Steel,Flying,Ghost
Dark,Steel,Flying,Grass
Dark,Steel,Flying,Ground
Dark,Steel,Flying,Ice
Dark,Steel,Flying,Normal
Dark,Steel,Flying,Poison
Dark,Steel,Flying,Psychic
Dark,Steel,Flying,Rock
Dark,Steel,Flying,Steel
Dark,Steel,Flying,Typeless
Dark,Steel,Flying,Water
Dark,Steel,Ghost,Grass
Dark,Steel,Ghost,Ground
Dark,Steel,Ghost,Ice
Dark,Steel,Ghost,Normal
Dark,Steel,Ghost,Poison
Dark,Steel,Ghost,Psychic
Dark,Steel,Ghost,Rock
Dark,Steel,Ghost,Steel
Dark,Steel,Ghost,Typeless
Dark,Steel,Ghost,Water
Dark,Steel,Grass,Ground
Dark,Steel,Grass,Ice
Dark,Steel,Grass,Normal
Dark,Steel,Grass,Poison
Dark,Steel,Grass,Psychic
Dark,Steel,Grass,Rock
Dark,Steel,Grass,Steel
Dark,Steel,Grass,Typeless
Dark,Steel,Grass,Water
Dark,Steel,Ground,Ice
Dark,Steel,Ground,Normal
Dark,Steel,Ground,Poison
Dark,Steel,Ground,Psychic
Dark,Steel,Ground,Rock
Dark,Steel,Ground,Steel
Dark,Steel,Ground,Typeless
Dark,Steel,Ground,Water
Dark,Steel,Ice,Normal
Dark,Steel,Ice,Poison
Dark,Steel,Ice,Psychic
Dark,Steel,Ice,Rock
Dark,Steel,Ice,Steel
Dark,Steel,Ice,Typeless
Dark,Steel,Ice,Water
Dark,Steel,Normal,Poison
Dark,Steel,Normal,Psychic
Dark,Steel,Normal,Rock
Dark,Steel,Normal,Steel
Dark,Steel,Normal,Typeless
Dark,Steel,Normal,Water
Dark,Steel,Poison,Psychic
Dark,Steel,Poison,Rock
Dark,Steel,Poison,Steel
Dark,Steel,Poison,Typeless
Dark,Steel,Poison,Water
Dark,Steel,Psychic,Rock
Dark,Steel,Psychic,Steel
Dark,Steel,Psychic,Typeless
Dark,Steel,Psychic,Water
Dark,Steel,Rock,Steel
Dark,Steel,Rock,Typeless
Dark,Steel,Rock,Water
Dark,Steel,Steel,Typeless
Dark,Steel,Steel,Water
Dark,Steel,Water,Typeless
Dark,Typeless,Dark,Water
Dark,Typeless,Dragon,Electric
Dark,Typeless,Dragon,Fairy
Dark,Typeless,Dragon,Fighting
Dark,Typeless,Dragon,Fire
Dark,Typeless,Dragon,Flying
Dark,Typeless,Dragon,Ghost
Dark,Typeless,Dragon,Grass
Dark,Typeless,Dragon,Ground
Dark,Typeless,Dragon,Ice
Dark,Typeless,Dragon,Normal
Dark,Typeless,Dragon,Poison
Dark,Typeless,Dragon,Psychic
Dark,Typeless,Dragon,Rock
Dark,Typeless,Dragon,Steel
Dark,Typeless,Dragon,Typeless
Dark,Typeless,Dragon,Water
Dark,Typeless,Electric,Fairy
Dark,Typeless,Electric,Fighting
Dark,Typeless,Electric,Fire
Dark,Typeless,Electric,Flying
Dark,Typeless,Electric,Ghost
Dark,Typeless,Electric,Grass
Dark,Typeless,Electric,Ground
Dark,Typeless,Electric,Ice
Dark,Typeless,Electric,Normal
Dark,Typeless,Electric,Poison
Dark,Typeless,Electric,Psychic
Dark,Typeless,Electric,Rock
Dark,Typeless,Electric,Steel
Dark,Typeless,Electric,Typeless
Dark,Typeless,Electric,Water
Dark,Typeless,Fairy,Fighting
Dark,Typeless,Fairy,Fire
Dark,Typeless,Fairy,Flying
Dark,Typeless,Fairy,Ghost
Dark,Typeless,Fairy,Grass
Dark,Typeless,Fairy,Ground
Dark,Typeless,Fairy,Ice
Dark,Typeless,Fairy,Normal
Dark,Typeless,Fairy,Poison
Dark,Typeless,Fairy,Psychic
Dark,Typeless,Fairy,Rock
Dark,Typeless,Fairy,Steel
Dark,Typeless,Fairy,Typeless
Dark,Typeless,Fairy,Water
Dark,Typeless,Fighting,Fire
Dark,Typeless,Fighting,Flying
Dark,Typeless,Fighting,Ghost
Dark,Typeless,Fighting,Grass
Dark,Typeless,Fighting,Ground
Dark,Typeless,Fighting,Ice
Dark,Typeless,Fighting,Normal
Dark,Typeless,Fighting,Poison
Dark,Typeless,Fighting,Psychic
Dark,Typeless,Fighting,Rock
Dark,Typeless,Fighting,Steel
Dark,Typeless,Fighting,Typeless
Dark,Typeless,Fighting,Water
Dark,Typeless,Fire,Flying
Dark,Typeless,Fire,Ghost
Dark,Typeless,Fire,Grass
Dark,Typeless,Fire,Ground
Dark,Typeless,Fire,Ice
